article_id,title,body,link
1038,PSYCHIATRIST ON 'SHRIKE' -- OTHER VIEWS,,https://www.nytimes.com/1952/03/16/archives/psychiatrist-on-shrike-other-views.html
1039,"RETIRED BROKER COMMITS SUICIDE; E.B. Alvord, Formerly of Lloyd & Co., Shoots Himself at His Mother's Home. DEPRESSED BY ILLNESS Shot Heard While His Mother Was Seeing About Arrangements for Thanksgiving Dinner.",,https://www.nytimes.com/1921/11/25/archives/retired-broker-commits-suicide-eb-alvord-formerly-of-lloyd-co.html
1040,"BROKER ENDS LIFE IN SIXTH ATTEMPT; A.H. Brasch, Investigated by FBI as German Agent, Leaps to Death From Hotel Room",,https://www.nytimes.com/1941/12/07/archives/broker-ends-life-in-sixth-attempt-ah-brasch-investigated-by-fbi-as.html
1041,The Growing Farm Exodus: Land Loses Its Hold; The Growing Farm Emigration: The Land Is Losing Its Hold Arid Soil for Dreams 'National Suicide' Trend to Older Men Like New England Future In Doubt Young Man's Choice,,https://www.nytimes.com/1967/11/27/archives/the-growing-farm-exodus-land-loses-its-hold-the-growing-farm.html
1042,"PRICE COMPETITION CALLED HOTEL EVIL; Leads to Poorer Service and Economic Suicide, Points Out Mark M. Jones. COST CONSIDERATION VITAL Says That New Business Should Aim at Occupancy by Those Not Now Living In Hotels.",,https://www.nytimes.com/1933/06/04/archives/price-competition-called-hotel-evil-leads-to-poorer-service-and.html
1043,The Pain Is Quite Real : LETTERS TO THE EDITOR,"Regarding ""Spare the Contempt Please, for Suicide Is Not Painless"" (Opinion, April 21) by Anna Quindlen:",https://www.nytimes.com/1994/05/05/opinion/IHT-the-pain-is-quite-real-letters-to-the-editor.html
1044,"HORNER CHIEF AIDE DIES MYSTERIOUSLY; F.L. Smith, Holder of '10,000 Secrets,' Was Under Inquiry and Had Tried Suicide",,https://www.nytimes.com/1940/03/10/archives/horner-chief-aide-dies-mysteriously-fl-smith-holder-of-10000.html
1045,HOW WILL HITLER MEET END OF THIRD REICH?; Most Observers Agree He Will Try To Die as Martyr to Cause,,https://www.nytimes.com/1945/04/08/archives/how-will-hitler-meet-end-of-third-reich-most-observers-agree-he.html
1046,The Pentagon Is Wrong. Gender Transition Is Effective.,What does it mean to be transgender?,https://www.nytimes.com/2018/04/09/opinion/pentagon-transgender.html
1047,"Ned Vizzini, 32, Dies; Wrote Teenage Novels","Ned Vizzini, a precocious and highly praised writer of popular young-adult novels that often dealt with themes of teenage anxiety and depression — and still made readers laugh — died on Thursday in Brooklyn. He was 32.",https://www.nytimes.com/2013/12/21/books/ned-vizzini-author-of-teenage-novels-dies-at-32.html
1048,L.G.B.T.Q. Youth and the Pressures of Coming Out,"In this weekend's New York Times Magazine, Benoit Denizet-Lewis provides an illuminating look into the lives of gay, lesbian and bisexual young people in ""Coming Out in Middle School.""",https://consults.blogs.nytimes.com/2009/09/25/blogs/25consults-lgbtq-yo2859.html
1049,TO BE OR NOT TO BE.,,https://www.nytimes.com/1932/07/14/archives/to-be-or-not-to-be.html
1050,L.G.B.T.Q. Youth and the Pressures of Coming Out,"In this weekend’s New York Times Magazine, Benoit Denizet-Lewis provides an illuminating look into the lives of gay, lesbian and bisexual young people in “Coming Out in Middle School.”",https://consults.blogs.nytimes.com/2009/09/25/lgbtq-youth-and-the-pressures-of-coming-out/
1051,Topics of The Times; Laying Mr. Foster To Rest,"Some people will never be convinced that Vincent Foster Jr. killed himself, and there is no doubt that the White House Counsel's office meddled improperly with the initial investigation. But for most citizens, Kenneth Starr's newly released findings on the death should end credence in the theory that the Deputy White House Counsel was murdered as part of a Whitewater-related plot.",https://www.nytimes.com/1997/10/15/opinion/topics-of-the-times-laying-mr-foster-to-rest.html
1052,L.G.B.T.Q. Youth and the Pressures of Coming Out,"In this weekend's New York Times Magazine, Benoit Denizet-Lewis provides an illuminating look into the lives of gay, lesbian and bisexual young people in ""Coming Out in Middle School.""",https://consults.blogs.nytimes.com/2009/09/25/blogs/25consults-lgbtq-yo2859.html
1053,"John Hill Tyner, Antiques Dealer, 69","John Hill Tyner, a retired antiques dealer, took his own life Monday at his home in Chatham, Mass. He was 69 years old and had suffered from depression for 20 years, a family member said.",https://www.nytimes.com/1989/12/06/obituaries/john-hill-tyner-antiques-dealer-69.html
1054,"A Life on the Decline, and Then the ‘Why?’","IN the late 1970s, not long after coming out to his parents, Steven Schnipper left his hometown, Summit, N.J., for Manhattan and did not look back. By then he’d earned a master’s in graphic design from Yale and was excited to live in a city that so pleased his aesthetic sense.",https://www.nytimes.com/2009/09/20/fashion/20genb.html
1055,Personal Health,"MARIA was 9 months old but the size of an infant half her age. She rarely smiled, paid little attention to her surroundings, slept a lot and ate poorly. When approached by a stranger, she lowered her face. covered her eyes with her hands and tightened her lips.The masks of childhood depression are varied and often misleading.",https://www.nytimes.com/1979/05/16/archives/personal-health.html
1056,Can Students at Your School Talk Openly About Their Mental Health Issues?,Two students published an Op-Ed essay in The New York Times on Thursday about the difficulty they had trying to foster an open and honest dialogue about depression in their high school.,https://learning.blogs.nytimes.com/2014/05/23/do-students-at-your-school-talk-about-their-mental-health-issues/
1057,"Mary Lou Masey, Writer, 59","Mary Lou Masey, a writer and researcher, died on April 16 after jumping from a hotel window in Philadelphia. She was 59 years old and lived in Manhattan.",https://www.nytimes.com/1991/04/25/obituaries/mary-lou-masey-writer-59.html
1058,"ST. LOUIS BROKER SUICIDE OVER CRASH; John F. Betts Drinks Poison After Sleepless Nights of Worry Following $500,000 Loss. HAD EXCHANGE SEAT HERE He Lost Everything Except This in Break, Says Son--Had Rebuilt Fortune After 1921 Failure.",,https://www.nytimes.com/1929/11/24/archives/st-louis-broker-suicide-over-crash-john-f-betts-drinks-poison-after.html
1059,Vermonters Endorse Roosevelt.,,https://www.nytimes.com/1932/01/28/archives/vermonters-endorse-roosevelt.html
1060,REALTY MAN KILLS HIMSELF.; Samuel Galitzka of Brooklyn Had Suffered Financial Reverses.,,https://www.nytimes.com/1932/11/17/archives/realty-man-kills-himself-samuel-galitzka-of-brooklyn-had-suffered.html
1061,Terror and Demons,"History happens, but only just. The lives of individuals, as of nations, may hinge on a millimeter’s difference in the trajectory of a bullet, a road not taken on a whim or the random spray of shrapnel. But there is no undoing what is done.",https://www.nytimes.com/2007/10/08/opinion/08cohen.html
1062,"STUMP SAYS PEACE COMPELS WAR RISK; Force Must Be Resisted by Force, Admiral Asserts in Navy League Talk",,https://www.nytimes.com/1958/10/30/archives/stump-says-peace-compels-war-risk-force-must-be-resisted-by-force.html
1063,"Bruening for a Neutral Germany; Criticizes the Policy of Adenauer; Ex-Chancellor, Returning to Politics, Presses View on Industrial Magnates",,https://www.nytimes.com/1954/06/05/archives/bruening-for-a-neutral-germany-criticizes-the-policy-of-adenauer.html
1064,Risks in Using Social Media to Spot Signs of Mental Distress,"The Samaritans, a well-known suicide-prevention group in Britain, recently introduced a free web app that would alert users whenever someone they followed on Twitter posted worrisome phrases like “tired of being alone” or “hate myself.” ",https://www.nytimes.com/2014/12/27/technology/risks-in-using-social-posts-to-spot-signs-of-distress.html
1065,A DYING MAN'S SENSATIONS.; Philadelphia Suicide Wrote Series of Notes While Taking Gas.,,https://www.nytimes.com/1915/06/27/archives/a-dying-mans-sensations-philadelphia-suicide-wrote-series-of-notes.html
1066,"DEPRESSION HAS HIT RIVIERA HARD BLOW; Resorts Have Had Worst Year in Memory, Excepting the War Period. BIG HOTELS NEARLY EMPTY Gambling Casinos Cut Stakes in Vain Attempt to Attract Paying Crowd.",,https://www.nytimes.com/1932/04/24/archives/depression-has-hit-riviera-hard-blow-resorts-have-had-worst-year-in.html
1067,"In Midlife, Boomers Are Happy — and Suicidal","If you are suddenly feeling confused about whether to greet middle age with open arms or dread, it is understandable. In recent weeks, researchers reported that Americans in midlife are a remarkably contented lot, and that they also have the highest rate of suicide.",https://www.nytimes.com/2010/06/13/weekinreview/13cohen.html
1068,RITES FOR KATE JORDAN.; Body of Author Cremated -- Ashes to Be Interred at Tarrytown.,,https://www.nytimes.com/1926/06/24/archives/rites-for-kate-jordan-body-of-author-cremated-ashes-to-be-interred.html
1069,"REICH EMBASSY AIDE, ILL, TAKES OWN LIFE; Clerk Uses Pistol After Saying Good-Bye to Co-Workers",,https://www.nytimes.com/1941/07/02/archives/reich-embassy-aide-ill-takes-own-life-clerk-uses-pistol-after.html
1070,Punk's Earnest New Mission,Correction Appended,https://www.nytimes.com/2004/01/04/arts/punk-s-earnest-new-mission.html
1071,How Cognitive Behavior Therapy May Help Suicidal People ,"After a week of devastating news about suicide, there has been much discussion of the need for people who may be thinking of ending their lives to reach out for help. But some people who are suffering may be skeptical that therapy could make a difference. ",https://www.nytimes.com/2018/06/13/well/cognitive-behavior-therapy-suicide.html
1072,PROF. PETTENKOFER A SUICIDE.; Distinguished German Chemist Kills Himself at Munich.,,https://www.nytimes.com/1901/02/11/archives/prof-pettenkofer-a-suicide-distinguished-german-chemist-kills.html
1073,Mayhem Strictly Muted,,https://www.nytimes.com/1957/09/29/archives/mayhem-strictly-muted.html
1074,KILLS HIMSELF IN BERMUDA; Tourist Identified as Louis Mayrels of Forest Hills Dies by Shot.,,https://www.nytimes.com/1932/02/27/archives/kills-himself-in-bermuda-tourist-identified-as-louis-mayrels-of.html
1075,A Crisis Line That Calms With Texting and Data,"Right now, algorithms are scouring vast data sets to determine the news you’ll be exposed to today on social media, the advertisements that will appear alongside your search results and what you’ll end up being charged for your next car ride. But can algorithms be used to address more urgent social and individual problems, like how to build trust or provide effective care? Can algorithms be used to increase the love and kindness in the world?",https://www.nytimes.com/2017/12/12/opinion/a-crisis-line-that-calms-with-texting-and-data.html
1076,Recessions Save Lives,Casey B. Mulligan is an economics professor at the University of Chicago. He is the author of “The Redistribution Recession: How Labor Market Distortions Contracted the Economy.” ,https://economix.blogs.nytimes.com/2013/05/29/recessions-save-lives/
1077,Actor Spalding Gray Is Missing,"Spalding Gray, the monologist, actor and raconteur of ''Swimming to Cambodia'' fame, was reported missing by his wife Sunday night, police officials said yesterday.",https://www.nytimes.com/2004/01/13/nyregion/actor-spalding-gray-is-missing.html
1078,Behaving Like Children,Oklahoma City,https://www.nytimes.com/2011/01/29/opinion/29males.html
1079,"WIDE FEDERAL AID TO BUSINESS URGED; A.F. of L. Survey Declares That 'National Resources Must Be Used to Save Lives.' LARGE BORROWING ASKED R.F.C. Loans Held to Have Checked Depression, but Provided Only Few Jobs.",,https://www.nytimes.com/1933/02/06/archives/wide-federal-aid-to-business-urged-af-of-l-survey-declares-that.html
1080,Panel Wants Broader Antidepressant Labeling,"SILVER SPRING, Md., Dec. 13 - Strong warning labels about the suicide risk associated with antidepressants, which now include children and adolescents, should be extended to adults under 25, a federal advisory panel concluded Wednesday.",https://www.nytimes.com/2006/12/14/health/panel-wants-broader-antidepressant-labeling.html
1081,Panel Wants Broader Antidepressant Labeling,"SILVER SPRING, Md., Dec. 13 - Strong warning labels about the suicide risk associated with antidepressants, which now include children and adolescents, should be extended to adults under 25, a federal advisory panel concluded Wednesday.",https://www.nytimes.com/2006/12/14/health/panel-wants-broader-antidepressant-labeling.html
1082,CALLS TARIFF WALL SUICIDE FOR TRADE; Dr. Grayson Also Tells Kiwanis Convention Job Insurance Is National Need. LOOKS FOR END OF SLUMP Warns It Is Not Connected With Stock Crash--Omaha Lawyer New Head of Society. Finds Overproduction a Peril. Condemns Fear of Originality.,,https://www.nytimes.com/1930/07/03/archives/calls-tariff-wall-suicide-for-trade-dr-grayson-also-tells-kiwanis.html
1083,How Austerity Kills,"EARLY last month, a triple suicide was reported in the seaside town of Civitanova Marche, Italy. A married couple, Anna Maria Sopranzi, 68, and Romeo Dionisi, 62, had been struggling to live on her monthly pension of around 500 euros (about $650), and had fallen behind on rent.",https://www.nytimes.com/2013/05/13/opinion/how-austerity-kills.html
1084,Doctors question effects of British warning on drugs,,https://www.nytimes.com/2004/09/22/news/doctors-question-effects-of-british-warning-on-drugs.html
1085,Hospital Patient Dies in Plunge From Roof,"A 24-year-old Bronx woman who was being treated for depression at University Hospital in Manhattan was killed yesterday when she apparently jumped from the roof of the 19-story building at 8:45 P.M. and landed on the roof of a car in a parking lot, the police reported.",https://www.nytimes.com/1987/12/15/nyregion/hospital-patient-dies-in-plunge-from-roof.html
1086,Woman Held In Slashing Of Relatives,"A woman described as struggling with depression killed her 2-year-old son with a kitchen knife early yesterday and slashed the throats of her mother, grandmother and 8-year-old daughter as they lay sleeping in a Bronx apartment, the police said. She then tried to kill herself.",https://www.nytimes.com/1992/05/18/nyregion/woman-held-in-slashing-of-relatives.html
1087,The New Cold War,"There’s always a pile of bodies at these massacre sites. Whether it’s at a synagogue, church, nightclub or school, there’s always an assault weapon, or a bunch of them. There’s always the survivors clutching each other, weeping in little clumps outside. And there’s always one other thing.",https://www.nytimes.com/2018/10/29/opinion/pittsburgh-shooting-isolation-depression.html
1088,Jury Awards $6.4 Million In Killings Tied to Drug,A Wyoming jury has awarded $6.4 million to the family of a man who killed three relatives and himself after taking the antidepressant Paxil.,https://www.nytimes.com/2001/06/08/us/jury-awards-6.4-million-in-killings-tied-to-drug.html
1089,Who Are We? Coming of Age on Antidepressants,"“I’ve grown up on medication,” my patient Julie told me recently. “I don’t have a sense of who I really am without it.” ",https://www.nytimes.com/2008/04/15/health/15mind.html
1090,STUDENT SUICIDES STIR INTEREST OF SCIENTISTS; Experts Give Varying Opinions in Attempt to Place Chief Factors in the Tragedies -- Emotional Instability Named as the Main Cause,,https://www.nytimes.com/1927/02/20/archives/student-suicides-stir-interest-of-scientists-experts-give-varying.html
1091,FIRST AID TO DEPRESSED PEOPLE TO BE ORGANIZED BY BERLIN OFFICIALS,,https://www.nytimes.com/1930/07/13/archives/first-aid-to-depressed-people-to-be-organized-by-berlin-officials.html
1092,F.D.A. Panel Votes Against Weight-Loss Drug,"A drug once viewed as a possible magic bullet against obesity was rejected today by a federal advisory panel, which cited concerns that it increases the risk of neurological and psychiatric problems, including suicide.",https://www.nytimes.com/2007/06/14/business/14drug-web.html
1093,Talk Therapy Pivotal for Depressed Youth,"A talking cure for depression called cognitive behavior therapy appears to cancel the risk of suicidal thinking or behavior associated with taking antidepressant medication, according to the most comprehensive and long-running study to date of depression treatment among adolescents.",https://www.nytimes.com/2007/10/02/health/research/02depress.html
1094,The Life You Save…,Note: This lesson was originally published on an older version of The Learning Network; the link to the related Times article will take you to a page on the old site.,https://learning.blogs.nytimes.com/2001/01/16/the-life-you-save/
1095,Freddie Prinze Wounded in Head,,https://www.nytimes.com/1977/01/29/archives/freddie-prinze-wounded-in-head.html
1096,"COUNTESS TAKES POISON.; Russian, Now Show Girl, Is In Critical State In Vienna.",,https://www.nytimes.com/1928/12/12/archives/countess-takes-poison-russian-now-show-girl-is-in-critical-state-in.html
1097,"RELIEF CRITICS ASSAILED.; Reisner, in Defense of Hodson, Attacks 'Empty Minds.'",,https://www.nytimes.com/1935/04/08/archives/relief-critics-assailed-reisner-in-defense-of-hodson-attacks-empty.html
1098,JURY FINDS MOUNT VICTIM OF MURDER; Chicago Coroner's Verdict Scouts Northwestern Univer- sity Suicide Theory.,,https://www.nytimes.com/1923/06/14/archives/jury-finds-mount-victim-of-murder-chicago-coroners-verdict-scouts.html
1099,MEN IN 50'S HELD DANGER PERIOD; A.M.A. Is Told Perils Include Alcoholism and Murder,,https://www.nytimes.com/1961/06/27/archives/men-in-50s-held-danger-period-ama-is-told-perils-include-alcoholism.html
1100,"COMMITS SUICIDE BY ELECTRICITY; Youth Applies Electrodes, Then Pulls String That Turns on Current. FOUND DEAD BY HIS SISTERS Wires of Home-Made Contrivance Connected With LampSocket in Wall.",,https://www.nytimes.com/1922/10/17/archives/commits-suicide-by-electricity-youth-applies-electrodes-then-pulls.html
1101,F.D.A. Approval on Lilly Drug,"Eli Lilly & Company said that Federal regulators had approved a liquid form of Prozac, an anti-depressant drug that critics say causes suicidal tendencies in some users. Lilly officials said the approval by the Food and Drug Administration strengthened their position that the drug was safe. In addition, pharmaceutical industry analysts said the drug would get a much larger boost if the F.D.A. approved it for treatment of obesity, which is expected possibly before the end of the year.",https://www.nytimes.com/1991/04/27/business/company-news-fda-approval-on-lilly-drug.html
1102,Parents/Children,"“You ask them what they do for fun,” a psychiatrist who is studying persistently sad children said. “And they answer: Nothing.”",https://www.nytimes.com/1977/05/27/archives/parentschildren-depression-and-childhood-an-inquiry-into-sadness.html
1103,WILDE BURIED IN MEXICO.; Masons Render Full Honors to Canadian Commissioner.,,https://www.nytimes.com/1932/07/09/archives/wilde-buried-in-mexico-masons-render-full-honors-to-canadian.html
1104,Wounds You Can’t See,"The U.S. has been at war for years now, but ordinary Americans have never been asked to step up and make the kind of sacrifices that wars have historically required.",https://www.nytimes.com/2008/06/24/opinion/24herbert.html
1105,The Morning the Milking Was Finished,"COPAKE, N.Y. ",https://www.nytimes.com/2010/02/04/nyregion/04towns.html
1106,AN OIL PRODUCER'S SUICIDE.,,https://www.nytimes.com/1891/11/15/archives/an-oil-producers-suicide.html
1107,Hard Questioning Is Screening Out Tarnower Jurors; Going Beyond Integrity Some Excusable Types 'Not Just Any Woman' ,,https://www.nytimes.com/1980/11/13/archives/hard-questioning-is-screening-out-tarnower-jurors-going-beyond.html
1108,"BROKER DEATH CASE CLOSED BY POLICE; Dr. Norris Holds That Pierson, in III Health, Murdered Teacher, Ended Own Life. EX-MARINE IS RELEASED Discoverer of Tragedy Freed by Geoghan -- Both Bodies Are Claimed by Relatives.",,https://www.nytimes.com/1934/03/30/archives/broker-death-case-closed-by-police-dr-norris-holds-that-pierson-in.html
1109,Stern Magazine Says It Has a U.S. Military Plan,,https://www.nytimes.com/1969/08/26/archives/stern-magazine-says-it-has-a-us-military-plan.html
1110,"W. E. SWIFT A SUICIDE IN PARK AV. HOSPITAL; Packer's Son, 35, Shoots Himself After He Is Foiled in Tryingto Leap From Window.A PATIENT THERE 8 MONTHSPolice Unable to Learn How HeManaged to Hide Pistol inHis Sanitarium Room. Husband of Former Helen Morton.",,https://www.nytimes.com/1930/08/17/archives/w-e-swift-a-suicide-in-park-av-hospital-packers-son-35-shoots.html
1111,"After Abuse, Changes in the Brain","For years, psychiatrists have known that children who are abused or neglected run a high risk of developing mental problems later in life, from anxiety and depression to substance abuse and suicide. ",https://www.nytimes.com/2009/02/24/health/research/24abuse.html
1112,Sentencing of Sindona Postponed After Wrist Slashing; Privacy Laws Cited Sentencing on 65 Counts ,,https://www.nytimes.com/1980/05/15/archives/sentencing-of-sindona-postponed-after-wrist-slashing-privacy-laws.html
1113,Did You Start Therapy Recently?,An “epidemic” of loneliness. Prolonged grief. Rising levels of anxiety and depression. And that feeling you didn’t have a name for — languishing.,https://www.nytimes.com/2022/06/20/opinion/covid-therapy.html
1114,"6 Therapists, Psychiatrists and Counselors Talk About Treating the Suicidal","Last week provided two grim case studies in how fans, friends and family react to the suicides of beloved celebrities. It also provided a view into something far more obscure: the insights of mental health workers who are on the front line of America’s suicide crisis.",https://www.nytimes.com/2018/06/13/reader-center/mental-health-therapists-suicide.html
1115,Dog Swims Out to Sea to Die; Had Lost Garden He Romped In,,https://www.nytimes.com/1929/07/18/archives/dog-swims-out-to-sea-to-die-had-lost-garden-he-romped-in.html
1116,Panel to Debate Antidepressant Warnings,"Public health officials, psychiatrists, grieving parents and outraged former patients will fill a hotel ballroom in Silver Spring, Md., this morning to argue the most bitterly divisive question in psychiatry: do the drugs that doctors prescribe to relieve depression make some people more likely to attempt suicide?",https://www.nytimes.com/2006/12/13/us/13suicide.html
1117,"MAX LINDER'S WIFE WOULD NOT QUIT HIM; Refused to Heed Her Mother's Pleading, Though She Wrote ""He Will Kill Me."" BOTH LEFT LAST LETTERS ""Quo Vadis"" Film Is Believed to Have Pointed One Way of Suicide to Star.",,https://www.nytimes.com/1925/11/02/archives/max-linders-wife-would-not-quit-him-refused-to-heed-her-mothers.html
1118,Sindona Cuts His Wrist and Is Admitted to Hospital in Critical Condition; Sindona Slashes His Wrist and Is Admitted to Hospital No Hearing on Forfeit of Bail,,https://www.nytimes.com/1980/05/14/archives/sindona-cuts-his-wrist-and-is-admitted-to-hospital-in-critical.html
1119,"WEALTHY BROOKLYN MERCHANT A SUICIDE; Joseph Mathers, 62, Shoots Himself Following Proposal to Dissolve His Firm. PHONES TO BROTHER-IN-LAW Fires Bullet Through Brain Soon After Wife Leaves Home to Visit in Manhattan.",,https://www.nytimes.com/1921/06/22/archives/wealthy-brooklyn-merchant-a-suicide-joseph-mathers-62-shoots.html
1120,"ROOSEVELT SAVED US, BANKERS HEAR; W.T. Foster Says Industrial Suicide Was Averted by Bonus-Bill Veto.",,https://www.nytimes.com/1935/05/25/archives/roosevelt-saved-us-bankers-hear-wt-foster-says-industrial-suicide.html
1121,National Briefing: Midwest," INDIANA: CHANGES IN DRUG STUDY AFTER SUICIDE Eli Lilly and Company said it would lengthen the withdrawal period, to eight days from four, for participants in a drug study after the suicide of an Indiana college student who was taking part in the tests. Lilly also required mental-health evaluations of test subjects after the Feb. 7 suicide of the student, 19-year-old Traci Johnson. Some participants complained of sleeplessness, anxiety or nervousness during their withdrawal from duloxetine, a drug being tested in treating depression and urinary incontinence. A coroner's report did not cite the drug as a factor in Ms. Johnson's suicide. (AP) ",https://www.nytimes.com/2004/03/06/national/national-briefing-midwest.html
1122,"INVESTOR A SUICIDE IN A RIFLE GALLERY; Asks Attendant to Load His Pistol, Then Shoots Himself.",,https://www.nytimes.com/1924/04/16/archives/investor-a-suicide-in-a-rifle-gallery-asks-attendant-to-load-his.html
1123,W.E. BUTLER A SUICIDE.; Boston Merchant's Death Thought Due to Overwork and Worry.,,https://www.nytimes.com/1912/11/02/archives/we-butler-a-suicide-boston-merchants-death-thought-due-to-overwork.html
1124,"RAILROAD UNIONS BAR ADDITIONAL PAY CUT; Declare They Will Consider Only Extension of Present 10 Per Cent Reduction. CALL SLASHES 'SUICIDE' These 'Bleed Nation's Buying Power' and Spur Downward Spiral, They Assert. SIGNS OF RECOVERY CITED New Pay Cuts Would Halt Upturn, It Is Argued -- Chicago Parley With Carriers Opens Today.",,https://www.nytimes.com/1932/12/12/archives/railroad-unions-bar-additional-pay-cut-declare-they-will-consider.html
1125,CLARENCE WIENER ENDS HIS LIFE HERE; Member of Once Prominent. Philadelphia Family Hangs Himself in Hotel. UNABLE TO PAY HIS BILL Tried Suicide 12 Years Ago for Same Reason -- Was British Soldier in Boer War.,,https://www.nytimes.com/1932/11/23/archives/clarence-wiener-ends-his-life-here-member-of-once-prominent.html
1126,"Depressed, but Not Ashamed","ANN ARBOR, Mich. — MOST of our closest friends didn’t know that we struggled with depression. It just wasn’t something we discussed with our high school classmates. We found that we both had taken Prozac only when one of us caught a glimpse of a prescription bottle in a suitcase during a journalism conference last November. For the first time, we openly discussed our feelings and our use of antidepressants with someone who could relate. We took a risk sharing our experiences with depression, but in our honesty, we found a support system. We knew we had to take the idea further. ",https://www.nytimes.com/2014/05/22/opinion/depressed-but-not-ashamed.html
1127,Overprescribing Prompted Warning on Antidepressants,"The government's warning on Monday that people newly taking antidepressants can become suicidal and must be closely monitored grew at least in part from a concern that the drugs were being handed out too freely and without enough follow-up, especially in children and teenagers.",https://www.nytimes.com/2004/03/24/us/overprescribing-prompted-warning-on-antidepressants.html
1128,"J.B.GRAY, YALE MAN, ENDS LIFE BY SHOT; Son of Noted Economist Kills Himself in Apartment Here -- Tired of Life, Note Says. WAS INSTRUCTOR IN CHINA Roommate Saw Him in Bed on Retiring, but Did Not Discover Suicide Until Morning.",,https://www.nytimes.com/1932/04/07/archives/jbgray-yale-man-ends-life-by-shot-son-of-noted-economist-kills.html
1129,In a World Of Misfits; MOONSCAPE. By Mika Waltari. Translated from the Finnish by Naomi Walford. 310 pp. G. P. Putnam's Sons. $3.50.,,https://www.nytimes.com/1954/09/19/archives/in-a-world-of-misfits-moonscape-by-mika-waltari-translated-from-the.html
1130,‘What’s the Point?’ Young People’s Despair Deepens as Covid-19 Crisis Drags On,"Life seemed promising last year to Philaé Lachaux, a 22-year-old business student in France who dreamed of striking out on her own in the live music industry. But the onset of the pandemic, leading to the loss of her part-time job as a waitress, sent her back to live at her family home.",https://www.nytimes.com/2021/02/14/world/europe/youth-mental-health-covid.html
1131,Genes Tied to Bad Reactions to Antidepressant Drug,"Variations in two genes may increase the likelihood that a person will report suicidal thoughts after taking an antidepressant, researchers reported yesterday. The finding could help doctors develop tests to predict which patients will do well on such medications and which will react badly.",https://www.nytimes.com/2007/09/28/health/28gene.html
1132,"In College and in Despair, With Parents in the Dark","Stephen Bohler had just joined the swimming team. He was doing well in French and Italian. He was so excited to be in college that when he first arrived at New York University, he climbed the seven flights of stairs to his dormitory room, as if to feel the firm reality of his achievement under his feet.",https://www.nytimes.com/2003/10/26/nyregion/in-college-and-in-despair-with-parents-in-the-dark.html
1133,Two-Way Meeting; CONSTRUCTIVE COLLECTIVE BARGAINING. By Edward T. Cheyfitz. 161 pp. New York: McGraw-Hill. $2.,,https://www.nytimes.com/1947/11/02/archives/twoway-meeting-constructive-collective-bargaining-by-edward-t.html
1134,MOBILE LAWYER A SUICIDE.; Edward Murphy Robinson Leaves Dinner Table to End His Life.,,https://www.nytimes.com/1908/10/26/archives/mobile-lawyer-a-suicide-edward-murphy-robinson-leaves-dinner-table.html
1135,Taking Care of the Physician,"If I am your doctor, or your child’s doctor, is there any reason you should worry about how I’m feeling? About what kind of shape I’m in, physical or emotional?",https://www.nytimes.com/2017/11/13/well/family/taking-care-of-the-physician.html
1136,NINTH DOWN SWING IN STOCK MARKET; In Previous Depressions Five to Seven Distinct Selling Movements Occurred. RAIL GROUP HARDEST HIT Brokers Look to Washington for Causes of Advance From Present Values. ,,https://www.nytimes.com/1932/04/17/archives/ninth-down-swing-in-stock-market-in-previous-depressions-five-to.html
1137,Panel to Debate Antidepressant Warnings,"Public health officials, psychiatrists, grieving parents and outraged former patients will fill a hotel ballroom in Silver Spring, Md., this morning to argue the most bitterly divisive question in psychiatry: do the drugs that doctors prescribe to relieve depression make some people more likely to attempt suicide?",https://www.nytimes.com/2006/12/13/us/panel-to-debate-antidepressant-warnings.html
1138,"At a Bakery, Vivid Scars of a Fire and a Brother's Despair","A brick wall on the outside of Shane's Bakery on 61st Street is stained black from a fire in May that leveled six adjoining stores and almost destroyed the bakery. It is the color of near ruin, of danger that drew near and left a scar.",https://www.nytimes.com/2001/02/11/nyregion/neighborhood-report-woodside-bakery-vivid-scars-fire-brother-s-despair.html
1139,Is Teen Mental Health in a State of Crisis?,"Note to Teachers: This writing prompt is part of a larger unit on mental health, which also includes a lesson plan, a film and a graph discussion. Please preview these resources to make sure they are appropriate for your students. ",https://www.nytimes.com/2022/05/05/learning/is-teen-mental-health-in-a-state-of-crisis.html
1140,On Sunday; A Fatal Silence And a Chance To Address It,"IN the weeks since Vincent Foster took his own life in Washington and set off rounds of necroscopic punditry and power-lunch sleuthing in that most self-centered of cities, 21 New Yorkers have taken the same way out in Manhattan alone. They were barely noted in departing and occasioned far less posthumous wonder than President Clinton's late counselor.",https://www.nytimes.com/1993/08/22/nyregion/on-sunday-a-fatal-silence-and-a-chance-to-address-it.html
1141,His Price Is Money; POOR NO MORE. By Robert Ruark. 706 pp. New York: Henry Holt & Co. $5.95.,,https://www.nytimes.com/1959/10/25/archives/his-price-is-money-poor-no-more-by-robert-ruark-706-pp-new-york.html
1142,"LEAPS TO DEATH AT HOTEL.; Brooklyn Man's Note Gives Name, Address and Cause of Act.",,https://www.nytimes.com/1931/03/14/archives/leaps-to-death-at-hotel-brooklyn-mans-note-gives-name-address-and.html
